"Notes"	"HHS Region"	"HHS Region Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Central or South American"	"4"	"2011"	"2011"	35	7257	4.82
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Central or South American"	"4"	"2012"	"2012"	26	6829	3.81
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Central or South American"	"4"	"2013"	"2013"	34	6856	4.96
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Central or South American"	"4"	"2014"	"2014"	33	7419	4.45
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Central or South American"	"4"	"2015"	"2015"	35	7487	4.67
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2007"	"2007"	571	116183	4.91
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2008"	"2008"	469	113064	4.15
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2009"	"2009"	486	110384	4.40
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2010"	"2010"	439	107391	4.09
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2011"	"2011"	429	103729	4.14
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2012"	"2012"	411	101832	4.04
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2013"	"2013"	429	100757	4.26
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2014"	"2014"	402	100343	4.01
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic White"	"6"	"2015"	"2015"	384	98609	3.89
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2007"	"2007"	159	14100	11.28
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2008"	"2008"	165	14042	11.75
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2009"	"2009"	137	13788	9.94
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2010"	"2010"	121	13470	8.98
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2011"	"2011"	101	13614	7.42
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2012"	"2012"	119	13273	8.97
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2013"	"2013"	125	13408	9.32
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2014"	"2014"	106	13378	7.92
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"Non-Hispanic Black"	"7"	"2015"	"2015"	131	13241	9.89
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2007"	"2007"	73	18550	3.94
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2008"	"2008"	92	18384	5.00
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2009"	"2009"	75	18055	4.15
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2010"	"2010"	80	17357	4.61
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2011"	"2011"	51	16167	3.15
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2012"	"2012"	63	15524	4.06
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2013"	"2013"	61	14847	4.11
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2014"	"2014"	45	13743	3.27
	"HHS Region #2  NJ, NY"	"HHS2"	"Mexican"	"2148-5"	"2015"	"2015"	37	13623	2.72
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2007"	"2007"	161	21954	7.33
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2008"	"2008"	151	22206	6.80
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2009"	"2009"	143	21510	6.65
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2010"	"2010"	138	20705	6.67
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2011"	"2011"	150	20561	7.30
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2012"	"2012"	123	20028	6.14
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2013"	"2013"	104	19450	5.35
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2014"	"2014"	138	19349	7.13
	"HHS Region #2  NJ, NY"	"HHS2"	"Puerto Rican"	"2180-8"	"2015"	"2015"	122	18834	6.48
	"HHS Region #2  NJ, NY"	"HHS2"	"Cuban"	"2182-4"	"2008"	"2008"	10	1245	8.03 (Unreliable)
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2007"	"2007"	162	42013	3.86
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2008"	"2008"	110	32049	3.43
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2009"	"2009"	107	30718	3.48
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2010"	"2010"	121	29853	4.05
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2011"	"2011"	118	29694	3.97
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2012"	"2012"	118	30330	3.89
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2013"	"2013"	116	30067	3.86
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2014"	"2014"	108	30851	3.50
	"HHS Region #2  NJ, NY"	"HHS2"	"Central or South American"	"4"	"2015"	"2015"	111	29785	3.73
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2007"	"2007"	750	181917	4.12
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2008"	"2008"	719	174121	4.13
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2009"	"2009"	690	171689	4.02
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2010"	"2010"	586	168678	3.47
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2011"	"2011"	659	166862	3.95
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2012"	"2012"	607	164097	3.70
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2013"	"2013"	604	163523	3.69
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2014"	"2014"	580	164209	3.53
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic White"	"6"	"2015"	"2015"	588	162068	3.63
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2007"	"2007"	684	60545	11.30
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2008"	"2008"	683	57848	11.81
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2009"	"2009"	638	58105	10.98
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2010"	"2010"	572	55598	10.29
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2011"	"2011"	534	55204	9.67
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2012"	"2012"	493	54662	9.02
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2013"	"2013"	498	53183	9.36
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2014"	"2014"	448	52486	8.54
	"HHS Region #2  NJ, NY"	"HHS2"	"Non-Hispanic Black"	"7"	"2015"	"2015"	482	51272	9.40
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2007"	"2007"	74	10049	7.36
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2008"	"2008"	47	9433	4.98
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2009"	"2009"	56	9009	6.22
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2010"	"2010"	45	8757	5.14
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2011"	"2011"	51	8539	5.97
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2012"	"2012"	47	8445	5.57
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2013"	"2013"	46	8176	5.63
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2014"	"2014"	33	8353	3.95
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Mexican"	"2148-5"	"2015"	"2015"	42	8020	5.24
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2007"	"2007"	80	8284	9.66
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2008"	"2008"	73	8435	8.65
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2009"	"2009"	75	8687	8.63
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2010"	"2010"	84	8795	9.55
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2011"	"2011"	66	9095	7.26
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2012"	"2012"	72	9158	7.86
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2013"	"2013"	66	9320	7.08
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2014"	"2014"	79	9507	8.31
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Puerto Rican"	"2180-8"	"2015"	"2015"	70	9818	7.13
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2007"	"2007"	116	19907	5.83
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2008"	"2008"	113	19536	5.78
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2009"	"2009"	86	19170	4.49
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2010"	"2010"	90	17491	5.15
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2011"	"2011"	93	17483	5.32
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2012"	"2012"	72	14659	4.91
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2013"	"2013"	72	13897	5.18
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2014"	"2014"	61	14561	4.19
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Central or South American"	"4"	"2015"	"2015"	68	15629	4.35
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2007"	"2007"	1307	235655	5.55
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2008"	"2008"	1354	232024	5.84
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2009"	"2009"	1204	226199	5.32
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2010"	"2010"	1192	223145	5.34
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2011"	"2011"	1115	222770	5.01
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2012"	"2012"	1136	221177	5.14
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2013"	"2013"	1106	218864	5.05
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2014"	"2014"	1037	220099	4.71
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic White"	"6"	"2015"	"2015"	1083	216878	4.99
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2007"	"2007"	1173	80102	14.64
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2008"	"2008"	1009	79912	12.63
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2009"	"2009"	1034	78210	13.22
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2010"	"2010"	953	76492	12.46
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2011"	"2011"	912	75384	12.10
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2012"	"2012"	902	75543	11.94
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2013"	"2013"	842	74399	11.32
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2014"	"2014"	790	74144	10.65
	"HHS Region #3  DE, DC, MD, PA, VA, WV"	"HHS3"	"Non-Hispanic Black"	"7"	"2015"	"2015"	816	74049	11.02
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2007"	"2007"	381	69560	5.48
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2008"	"2008"	395	65121	6.07
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2009"	"2009"	304	59313	5.13
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2010"	"2010"	272	52413	5.19
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2011"	"2011"	256	48446	5.28
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2012"	"2012"	216	46170	4.68
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2013"	"2013"	243	45114	5.39
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2014"	"2014"	247	44985	5.49
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Mexican"	"2148-5"	"2015"	"2015"	251	46011	5.46
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2007"	"2007"	111	15196	7.30
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2008"	"2008"	113	15302	7.38
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2009"	"2009"	103	14989	6.87
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2010"	"2010"	90	14191	6.34
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2011"	"2011"	120	14996	8.00
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2012"	"2012"	100	15309	6.53
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2013"	"2013"	89	15874	5.61
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2014"	"2014"	113	16619	6.80
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Puerto Rican"	"2180-8"	"2015"	"2015"	100	17261	5.79
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2007"	"2007"	61	12549	4.86
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2008"	"2008"	53	12392	4.28
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2009"	"2009"	68	12201	5.57
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2010"	"2010"	43	12210	3.52
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2011"	"2011"	50	12466	4.01
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2012"	"2012"	54	12418	4.35
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2013"	"2013"	28	13544	2.07
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2014"	"2014"	49	14368	3.41
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Cuban"	"2182-4"	"2015"	"2015"	49	14897	3.29
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2007"	"2007"	183	38918	4.70
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2008"	"2008"	189	37141	5.09
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2009"	"2009"	161	35273	4.56
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2010"	"2010"	145	34275	4.23
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2011"	"2011"	131	30973	4.23
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2012"	"2012"	105	30061	3.49
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2013"	"2013"	130	30830	4.22
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2014"	"2014"	139	32585	4.27
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Central or South American"	"4"	"2015"	"2015"	132	35150	3.76
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2007"	"2007"	2834	453549	6.25
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2008"	"2008"	2805	443679	6.32
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2009"	"2009"	2477	428540	5.78
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2010"	"2010"	2416	416265	5.80
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2011"	"2011"	2280	415096	5.49
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2012"	"2012"	2368	414071	5.72
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2013"	"2013"	2383	413171	5.77
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2014"	"2014"	2268	420099	5.40
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic White"	"6"	"2015"	"2015"	2362	421151	5.61
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2007"	"2007"	2943	216342	13.60
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2008"	"2008"	2789	215111	12.97
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2009"	"2009"	2656	207917	12.77
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2010"	"2010"	2296	199571	11.50
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2011"	"2011"	2339	197670	11.83
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2012"	"2012"	2221	196623	11.30
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2013"	"2013"	2135	196867	10.84
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2014"	"2014"	2326	198422	11.72
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"Non-Hispanic Black"	"7"	"2015"	"2015"	2371	198478	11.95
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2007"	"2007"	372	64417	5.77
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2008"	"2008"	370	61562	6.01
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2009"	"2009"	348	58102	5.99
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2010"	"2010"	322	54178	5.94
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2011"	"2011"	286	51741	5.53
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2012"	"2012"	269	50196	5.36
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2013"	"2013"	260	48642	5.35
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2014"	"2014"	269	48627	5.53
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mexican"	"2148-5"	"2015"	"2015"	293	49022	5.98
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Puerto Rican"	"2180-8"	"2007"	"2007"	42	5591	7.51
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Puerto Rican"	"2180-8"	"2008"	"2008"	38	5578	6.81
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Puerto Rican"	"2180-8"	"2009"	"2009"	37	5595	6.61
