"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	25	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	13	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	12	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	12	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	10	Suppressed
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"1995"	"1995"	28	3447	8.12
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"1996"	"1996"	26	3517	7.39
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"1997"	"1997"	34	3417	9.95
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"1998"	"1998"	29	3675	7.89
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"1995"	"1995"	34	2485	13.68
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"1996"	"1996"	40	2546	15.71
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"1997"	"1997"	50	2628	19.03
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"1998"	"1998"	44	2606	16.88
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	394	Suppressed
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	498	Suppressed
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	584	Suppressed
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	715	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	74	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	107	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	65	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	64	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	10	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	12	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	15	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	92	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	125	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	154	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	119	Suppressed
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"1995"	"1995"	214	30817	6.94
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"1996"	"1996"	253	31031	8.15
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"1997"	"1997"	226	31150	7.26
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"1998"	"1998"	237	31890	7.43
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"1995"	"1995"	191	13092	14.59
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"1996"	"1996"	194	12961	14.97
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"1997"	"1997"	147	12915	11.38
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"1998"	"1998"	195	12931	15.08
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	236	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	249	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	263	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	238	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	56	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	51	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	38	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	47	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	54	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	59	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	54	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	48	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"1995"	"1995"	36	6581	5.47
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"1996"	"1996"	30	6300	4.76
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"1997"	"1997"	43	6110	7.04
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"1998"	"1998"	27	6148	4.39
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"1995"	"1995"	Suppressed	421	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"1996"	"1996"	Suppressed	387	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"1997"	"1997"	Suppressed	444	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"1998"	"1998"	Suppressed	386	Suppressed
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"1995"	"1995"	114	14241	8.01
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"1996"	"1996"	145	16171	8.97
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"1997"	"1997"	134	16658	8.04
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"1998"	"1998"	139	17728	7.84
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	117	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	190	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	134	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	152	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	29	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	20	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	39	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	23	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	335	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	384	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	385	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	451	Suppressed
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"1995"	"1995"	175	25467	6.87
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"1996"	"1996"	168	25575	6.57
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"1997"	"1997"	159	25247	6.30
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"1998"	"1998"	173	25949	6.67
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"1995"	"1995"	23	1620	14.20
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"1996"	"1996"	31	1675	18.51
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"1997"	"1997"	23	1810	12.71
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"1998"	"1998"	23	1910	12.04
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"1995"	"1995"	35	4713	7.43
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"1996"	"1996"	27	4920	5.49
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"1997"	"1997"	29	4953	5.86
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"1998"	"1998"	28	5006	5.59
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	38	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	52	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	24	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	36	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	10	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	14	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	11	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	60	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	75	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	58	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	61	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"1995"	"1995"	44	5341	8.24
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"1996"	"1996"	37	5246	7.05
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"1997"	"1997"	33	5175	6.38
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"1998"	"1998"	35	5106	6.85
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"1995"	"1995"	Suppressed	301	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"1996"	"1996"	Suppressed	323	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"1997"	"1997"	Suppressed	343	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"1998"	"1998"	Suppressed	329	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"1995"	"1995"	29	5584	5.19
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"1996"	"1996"	41	5655	7.25
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"1997"	"1997"	33	5675	5.81
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"1998"	"1998"	40	5651	7.08
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	38	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	47	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	16	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	21	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	34	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	48	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	50	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	55	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"1995"	"1995"	71	7666	9.26
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"1996"	"1996"	66	7781	8.48
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"1997"	"1997"	57	7438	7.66
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"1998"	"1998"	69	7566	9.12
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"1995"	"1995"	Suppressed	245	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"1996"	"1996"	Suppressed	251	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"1997"	"1997"	Suppressed	222	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"1998"	"1998"	Suppressed	226	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	55	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	84	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	97	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	107	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	12	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	10	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	14	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	17	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	18	Suppressed
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"1995"	"1995"	17	3250	5.23 (Unreliable)
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"1996"	"1996"	29	3304	8.78
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"1997"	"1997"	26	3068	8.47
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"1998"	"1998"	19	3023	6.29 (Unreliable)
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"1995"	"1995"	31	2194	14.13
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"1996"	"1996"	29	2143	13.53
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"1997"	"1997"	25	2175	11.49
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"1998"	"1998"	37	2273	16.28
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	782	Suppressed
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	996	Suppressed
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	1157	Suppressed
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"1998"	"1998"	15	1329	11.29 (Unreliable)
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	17	Suppressed
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	24	Suppressed
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	19	Suppressed
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	16	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	90	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	135	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	194	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	207	Suppressed
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"1995"	"1995"	167	22712	7.35
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"1996"	"1996"	193	23268	8.29
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"1997"	"1997"	176	23438	7.51
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"1998"	"1998"	178	23522	7.57
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"1995"	"1995"	72	5454	13.20
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"1996"	"1996"	79	5728	13.79
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"1997"	"1997"	76	5624	13.51
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"1998"	"1998"	74	5697	12.99
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"1995"	"1995"	18	3890	4.63 (Unreliable)
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"1996"	"1996"	20	4185	4.78
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"1997"	"1997"	14	4318	3.24 (Unreliable)
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"1998"	"1998"	16	4559	3.51 (Unreliable)
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	158	Suppressed
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	149	Suppressed
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	161	Suppressed
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	160	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	24	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	19	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	20	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	521	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	503	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	551	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	582	Suppressed
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"1995"	"1995"	27	7457	3.62
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"1996"	"1996"	24	7036	3.41
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"1997"	"1997"	38	6652	5.71
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"1998"	"1998"	27	6435	4.20
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"1995"	"1995"	43	4012	10.72
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"1996"	"1996"	46	3696	12.45
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"1997"	"1997"	43	3730	11.53
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"1998"	"1998"	42	3356	12.51
	"Contra Costa County, CA"	"06013"	"Mexican"	"2148-5"	"1995"	"1995"	14	2156	6.49 (Unreliable)
	"Contra Costa County, CA"	"06013"	"Mexican"	"2148-5"	"1996"	"1996"	16	2204	7.26 (Unreliable)
	"Contra Costa County, CA"	"06013"	"Mexican"	"2148-5"	"1997"	"1997"	11	2300	4.78 (Unreliable)
