"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Jefferson County, AL"	"01073"	"Non-Hispanic White"	"6"	"2002"	"2002"	23	4251	5.41
	"Jefferson County, AL"	"01073"	"Non-Hispanic Black"	"7"	"1999"	"1999"	80	4414	18.12
	"Jefferson County, AL"	"01073"	"Non-Hispanic Black"	"7"	"2000"	"2000"	81	4465	18.14
	"Jefferson County, AL"	"01073"	"Non-Hispanic Black"	"7"	"2001"	"2001"	88	4411	19.95
	"Jefferson County, AL"	"01073"	"Non-Hispanic Black"	"7"	"2002"	"2002"	64	4212	15.19
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	24	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	35	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	27	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	35	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	15	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	13	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	30	Suppressed
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"1999"	"1999"	21	3551	5.91
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2000"	"2000"	27	3544	7.62
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2001"	"2001"	19	3324	5.72 (Unreliable)
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2002"	"2002"	28	3233	8.66
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"1999"	"1999"	42	2520	16.67
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2000"	"2000"	39	2616	14.91
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2001"	"2001"	34	2404	14.14
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2002"	"2002"	36	2399	15.01
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	914	Suppressed
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	1132	Suppressed
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	1468	Suppressed
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2002"	"2002"	10	1589	6.29 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	76	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	65	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	59	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	81	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	13	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	16	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	13	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	88	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	124	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	94	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	173	Suppressed
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"1999"	"1999"	226	31983	7.07
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2000"	"2000"	209	31936	6.54
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2001"	"2001"	212	30693	6.91
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2002"	"2002"	208	29919	6.95
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"1999"	"1999"	184	12785	14.39
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2000"	"2000"	195	13417	14.53
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2001"	"2001"	161	12368	13.02
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2002"	"2002"	154	11665	13.20
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	257	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	269	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	299	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	276	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	43	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	51	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	66	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	61	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	44	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	64	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	57	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	72	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"1999"	"1999"	30	6066	4.95
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"2000"	"2000"	32	5770	5.55
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"2001"	"2001"	31	5567	5.57
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"2002"	"2002"	17	4427	3.84 (Unreliable)
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"1999"	"1999"	Suppressed	427	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"2000"	"2000"	Suppressed	383	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"2001"	"2001"	Suppressed	388	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"2002"	"2002"	Suppressed	267	Suppressed
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"1999"	"1999"	153	19433	7.87
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"2000"	"2000"	133	21442	6.20
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"2001"	"2001"	122	22690	5.38
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"2002"	"2002"	137	23563	5.81
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	170	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	159	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	191	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	170	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	29	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	38	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	42	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	56	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	444	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	513	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	572	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	598	Suppressed
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"1999"	"1999"	140	26079	5.37
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"2000"	"2000"	169	26507	6.38
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"2001"	"2001"	168	26305	6.39
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"2002"	"2002"	171	26125	6.55
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"1999"	"1999"	36	2038	17.66
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"2000"	"2000"	29	1977	14.67
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"2001"	"2001"	35	1999	17.51
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"2002"	"2002"	21	1945	10.80
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"1999"	"1999"	24	5249	4.57
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"2000"	"2000"	25	5555	4.50
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"2001"	"2001"	38	5685	6.68
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"2002"	"2002"	43	6013	7.15
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	18	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	39	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	25	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	37	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	12	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	67	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	82	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	52	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	61	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"1999"	"1999"	31	5165	6.00
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"2000"	"2000"	31	5420	5.72
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"2001"	"2001"	30	4981	6.02
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"2002"	"2002"	30	4923	6.09
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"1999"	"1999"	Suppressed	365	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"2000"	"2000"	Suppressed	413	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"2001"	"2001"	Suppressed	332	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"2002"	"2002"	Suppressed	370	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"1999"	"1999"	30	5923	5.07
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"2000"	"2000"	37	6148	6.02
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"2001"	"2001"	48	6076	7.90
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"2002"	"2002"	32	6453	4.96
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	28	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	43	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	44	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	45	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	10	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	46	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	46	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	75	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	70	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"1999"	"1999"	56	7609	7.36
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"2000"	"2000"	66	7946	8.31
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"2001"	"2001"	51	7592	6.72
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"2002"	"2002"	52	7985	6.51
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"1999"	"1999"	Suppressed	197	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"2000"	"2000"	Suppressed	212	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"2001"	"2001"	Suppressed	229	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"2002"	"2002"	Suppressed	230	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	147	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	188	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	198	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	268	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	17	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	16	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	24	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	38	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	36	Suppressed
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"1999"	"1999"	17	3020	5.63 (Unreliable)
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"2000"	"2000"	22	3136	7.02
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"2001"	"2001"	22	2964	7.42
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"2002"	"2002"	28	2971	9.42
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"1999"	"1999"	23	2222	10.35
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"2000"	"2000"	41	2370	17.30
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"2001"	"2001"	35	2191	15.97
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"2002"	"2002"	30	2256	13.30
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	1555	Suppressed
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	1765	Suppressed
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	2031	Suppressed
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"2002"	"2002"	10	2313	4.32 (Unreliable)
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	14	Suppressed
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	29	Suppressed
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	32	Suppressed
	"Unidentified Counties, AR"	"05999"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	23	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	198	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	261	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	294	Suppressed
	"Unidentified Counties, AR"	"05999"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	367	Suppressed
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"1999"	"1999"	178	23428	7.60
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"2000"	"2000"	175	23521	7.44
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"2001"	"2001"	176	23118	7.61
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic White"	"6"	"2002"	"2002"	169	23030	7.34
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"1999"	"1999"	64	5444	11.76
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"2000"	"2000"	59	5580	10.57
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"2001"	"2001"	60	5231	11.47
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"2002"	"2002"	66	5159	12.79
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"1999"	"1999"	23	4645	4.95
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"2000"	"2000"	18	5167	3.48 (Unreliable)
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"2001"	"2001"	30	5268	5.69
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"2002"	"2002"	20	5347	3.74
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	148	Suppressed
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	157	Suppressed
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	168	Suppressed
	"Alameda County, CA"	"06001"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	139	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	21	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	18	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	20	Suppressed
	"Alameda County, CA"	"06001"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	12	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	642	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	708	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	720	Suppressed
	"Alameda County, CA"	"06001"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	772	Suppressed
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"1999"	"1999"	28	6436	4.35
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"2000"	"2000"	21	6730	3.12
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"2001"	"2001"	28	6390	4.38
	"Alameda County, CA"	"06001"	"Non-Hispanic White"	"6"	"2002"	"2002"	20	6022	3.32
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"1999"	"1999"	37	3366	10.99
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"2000"	"2000"	31	3254	9.53
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"2001"	"2001"	40	3208	12.47
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"2002"	"2002"	26	2917	8.91
	"Contra Costa County, CA"	"06013"	"Mexican"	"2148-5"	"1999"	"1999"	17	2580	6.59 (Unreliable)
	"Contra Costa County, CA"	"06013"	"Mexican"	"2148-5"	"2000"	"2000"	12	2860	4.20 (Unreliable)
	"Contra Costa County, CA"	"06013"	"Mexican"	"2148-5"	"2001"	"2001"	12	3024	3.97 (Unreliable)
