"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Madison County, AL"	"01089"	"Mexican"	"2148-5"	"2010"	"2010"	Suppressed	247	Suppressed
	"Madison County, AL"	"01089"	"Mexican"	"2148-5"	"2011"	"2011"	Suppressed	230	Suppressed
	"Madison County, AL"	"01089"	"Mexican"	"2148-5"	"2012"	"2012"	Suppressed	204	Suppressed
	"Madison County, AL"	"01089"	"Mexican"	"2148-5"	"2013"	"2013"	Suppressed	215	Suppressed
	"Madison County, AL"	"01089"	"Mexican"	"2148-5"	"2014"	"2014"	Suppressed	232	Suppressed
	"Madison County, AL"	"01089"	"Mexican"	"2148-5"	"2015"	"2015"	Suppressed	215	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2007"	"2007"	Suppressed	14	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2008"	"2008"	Suppressed	19	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2009"	"2009"	Suppressed	22	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2010"	"2010"	Suppressed	22	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2011"	"2011"	Suppressed	20	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2012"	"2012"	Suppressed	20	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2013"	"2013"	Suppressed	25	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2014"	"2014"	Suppressed	36	Suppressed
	"Madison County, AL"	"01089"	"Puerto Rican"	"2180-8"	"2015"	"2015"	Suppressed	43	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2007"	"2007"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2008"	"2008"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2009"	"2009"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2010"	"2010"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2011"	"2011"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2012"	"2012"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2013"	"2013"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2014"	"2014"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Cuban"	"2182-4"	"2015"	"2015"	Suppressed	Suppressed	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2007"	"2007"	Suppressed	28	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2008"	"2008"	Suppressed	35	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2009"	"2009"	Suppressed	49	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2010"	"2010"	Suppressed	80	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2011"	"2011"	Suppressed	51	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2012"	"2012"	Suppressed	60	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2013"	"2013"	Suppressed	51	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2014"	"2014"	Suppressed	62	Suppressed
	"Madison County, AL"	"01089"	"Central or South American"	"4"	"2015"	"2015"	Suppressed	56	Suppressed
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2007"	"2007"	16	2623	6.10 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2008"	"2008"	24	2564	9.36
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2009"	"2009"	18	2462	7.31 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2010"	"2010"	13	2444	5.32 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2011"	"2011"	Suppressed	2489	Suppressed
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2012"	"2012"	11	2317	4.75 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2013"	"2013"	18	2414	7.46 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2014"	"2014"	Suppressed	2557	Suppressed
	"Madison County, AL"	"01089"	"Non-Hispanic White"	"6"	"2015"	"2015"	16	2525	6.34 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2007"	"2007"	Suppressed	1144	Suppressed
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2008"	"2008"	20	1173	17.05
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2009"	"2009"	15	1285	11.67 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2010"	"2010"	11	1229	8.95 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2011"	"2011"	19	1207	15.74 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2012"	"2012"	11	1182	9.31 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2013"	"2013"	14	1273	11.00 (Unreliable)
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2014"	"2014"	24	1224	19.61
	"Madison County, AL"	"01089"	"Non-Hispanic Black"	"7"	"2015"	"2015"	16	1178	13.58 (Unreliable)
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2007"	"2007"	Suppressed	93	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2008"	"2008"	Suppressed	82	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2009"	"2009"	Suppressed	76	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2010"	"2010"	Suppressed	75	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2011"	"2011"	Suppressed	86	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2012"	"2012"	Suppressed	55	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2013"	"2013"	Suppressed	61	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2014"	"2014"	Suppressed	70	Suppressed
	"Mobile County, AL"	"01097"	"Mexican"	"2148-5"	"2015"	"2015"	Suppressed	62	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2007"	"2007"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2008"	"2008"	Suppressed	13	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2009"	"2009"	Suppressed	14	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2010"	"2010"	Suppressed	16	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2011"	"2011"	Suppressed	15	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2012"	"2012"	Suppressed	13	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2013"	"2013"	Suppressed	16	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2014"	"2014"	Suppressed	22	Suppressed
	"Mobile County, AL"	"01097"	"Puerto Rican"	"2180-8"	"2015"	"2015"	Suppressed	23	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2007"	"2007"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2008"	"2008"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2009"	"2009"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2010"	"2010"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2011"	"2011"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2012"	"2012"	Suppressed	10	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2013"	"2013"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2014"	"2014"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Cuban"	"2182-4"	"2015"	"2015"	Suppressed	Suppressed	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2007"	"2007"	Suppressed	49	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2008"	"2008"	Suppressed	63	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2009"	"2009"	Suppressed	77	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2010"	"2010"	Suppressed	67	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2011"	"2011"	Suppressed	52	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2012"	"2012"	Suppressed	50	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2013"	"2013"	Suppressed	54	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2014"	"2014"	Suppressed	45	Suppressed
	"Mobile County, AL"	"01097"	"Central or South American"	"4"	"2015"	"2015"	Suppressed	48	Suppressed
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2007"	"2007"	31	3321	9.33
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2008"	"2008"	16	3211	4.98 (Unreliable)
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2009"	"2009"	18	3240	5.56 (Unreliable)
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2010"	"2010"	14	3029	4.62 (Unreliable)
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2011"	"2011"	20	2913	6.87
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2012"	"2012"	23	2825	8.14
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2013"	"2013"	23	2959	7.77
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2014"	"2014"	19	2909	6.53 (Unreliable)
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2015"	"2015"	Suppressed	2905	Suppressed
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2007"	"2007"	34	2608	13.04
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2008"	"2008"	22	2663	8.26
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2009"	"2009"	25	2474	10.11
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2010"	"2010"	28	2371	11.81
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2011"	"2011"	27	2383	11.33
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2012"	"2012"	34	2354	14.44
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2013"	"2013"	31	2323	13.34
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2014"	"2014"	36	2426	14.84
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2015"	"2015"	34	2436	13.96
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2007"	"2007"	16	2864	5.59 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2008"	"2008"	22	2702	8.14
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2009"	"2009"	15	2484	6.04 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2010"	"2010"	12	2358	5.09 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2011"	"2011"	Suppressed	2121	Suppressed
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2012"	"2012"	10	1854	5.39 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2013"	"2013"	10	1869	5.35 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2014"	"2014"	13	1844	7.05 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2015"	"2015"	14	1859	7.53 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2007"	"2007"	Suppressed	87	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2008"	"2008"	Suppressed	104	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2009"	"2009"	Suppressed	98	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2010"	"2010"	Suppressed	118	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2011"	"2011"	Suppressed	121	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2012"	"2012"	Suppressed	107	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2013"	"2013"	Suppressed	114	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2014"	"2014"	Suppressed	139	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2015"	"2015"	Suppressed	146	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2007"	"2007"	Suppressed	18	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2008"	"2008"	Suppressed	18	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2009"	"2009"	Suppressed	26	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2010"	"2010"	Suppressed	24	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2011"	"2011"	Suppressed	27	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2012"	"2012"	Suppressed	21	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2013"	"2013"	Suppressed	36	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2014"	"2014"	Suppressed	25	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2015"	"2015"	Suppressed	33	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2007"	"2007"	Suppressed	1045	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2008"	"2008"	10	1113	8.98 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2009"	"2009"	Suppressed	1071	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2010"	"2010"	12	1080	11.11 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2011"	"2011"	Suppressed	1001	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2012"	"2012"	Suppressed	865	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2013"	"2013"	Suppressed	855	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2014"	"2014"	Suppressed	841	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2015"	"2015"	Suppressed	1010	Suppressed
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2007"	"2007"	237	28463	8.33
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2008"	"2008"	217	28294	7.67
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2009"	"2009"	178	26485	6.72
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2010"	"2010"	188	26472	7.10
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2011"	"2011"	182	26407	6.89
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2012"	"2012"	192	26106	7.35
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2013"	"2013"	187	25932	7.21
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2014"	"2014"	172	26432	6.51
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2015"	"2015"	154	26555	5.80
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2007"	"2007"	161	11397	14.13
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2008"	"2008"	151	11577	13.04
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2009"	"2009"	139	10800	12.87
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2010"	"2010"	133	10449	12.73
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2011"	"2011"	127	10227	12.42
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2012"	"2012"	134	10229	13.10
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2013"	"2013"	102	10253	9.95
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2014"	"2014"	128	10453	12.25
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2015"	"2015"	152	10595	14.35
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2007"	"2007"	Suppressed	231	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2008"	"2008"	Suppressed	245	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2009"	"2009"	Suppressed	201	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2010"	"2010"	Suppressed	191	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2011"	"2011"	Suppressed	207	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2012"	"2012"	Suppressed	197	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2013"	"2013"	Suppressed	239	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2014"	"2014"	Suppressed	252	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2015"	"2015"	Suppressed	225	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2007"	"2007"	Suppressed	46	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2008"	"2008"	Suppressed	32	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2009"	"2009"	Suppressed	55	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2010"	"2010"	Suppressed	43	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2011"	"2011"	Suppressed	52	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2012"	"2012"	Suppressed	54	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2013"	"2013"	Suppressed	65	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2014"	"2014"	Suppressed	54	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2015"	"2015"	Suppressed	57	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2007"	"2007"	Suppressed	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2008"	"2008"	Suppressed	12	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2009"	"2009"	Suppressed	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2010"	"2010"	Suppressed	10	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2011"	"2011"	Suppressed	12	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2012"	"2012"	Suppressed	16	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2013"	"2013"	Suppressed	13	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2014"	"2014"	Suppressed	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2015"	"2015"	Suppressed	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"Central or South American"	"4"	"2007"	"2007"	Suppressed	75	Suppressed
