"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2005"	"2005"	22	3228	6.82
	"Mobile County, AL"	"01097"	"Non-Hispanic White"	"6"	"2006"	"2006"	20	3334	6.00
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2003"	"2003"	28	2366	11.83
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2004"	"2004"	30	2332	12.86
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2005"	"2005"	30	2366	12.68
	"Mobile County, AL"	"01097"	"Non-Hispanic Black"	"7"	"2006"	"2006"	27	2511	10.75
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2003"	"2003"	10	1648	6.07 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2004"	"2004"	14	1813	7.72 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2005"	"2005"	11	2145	5.13 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"2006"	"2006"	19	2509	7.57 (Unreliable)
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	66	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	75	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	63	Suppressed
	"Unidentified Counties, AL"	"01999"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	75	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	14	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	16	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	16	Suppressed
	"Unidentified Counties, AL"	"01999"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	21	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	160	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	253	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	498	Suppressed
	"Unidentified Counties, AL"	"01999"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	821	Suppressed
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2003"	"2003"	178	28037	6.35
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2004"	"2004"	189	27495	6.87
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2005"	"2005"	213	27614	7.71
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic White"	"6"	"2006"	"2006"	193	28018	6.89
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2003"	"2003"	137	10387	13.19
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2004"	"2004"	125	10400	12.02
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2005"	"2005"	149	10514	14.17
	"Unidentified Counties, AL"	"01999"	"Non-Hispanic Black"	"7"	"2006"	"2006"	152	11242	13.52
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	163	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2004"	"2004"	Suppressed	197	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2005"	"2005"	Suppressed	218	Suppressed
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"2006"	"2006"	Suppressed	256	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	38	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	49	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	40	Suppressed
	"Anchorage Borough, AK"	"02020"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	51	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	10	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	11	Suppressed
	"Anchorage Borough, AK"	"02020"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	52	Suppressed
	"Anchorage Borough, AK"	"02020"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	37	Suppressed
	"Anchorage Borough, AK"	"02020"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	29	Suppressed
	"Anchorage Borough, AK"	"02020"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	44	Suppressed
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic White"	"6"	"2003"	"2003"	Suppressed	1874	Suppressed
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic White"	"6"	"2004"	"2004"	16	1994	8.02 (Unreliable)
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic White"	"6"	"2005"	"2005"	13	2443	5.32 (Unreliable)
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic White"	"6"	"2006"	"2006"	18	2644	6.81 (Unreliable)
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic Black"	"7"	"2003"	"2003"	Suppressed	162	Suppressed
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	198	Suppressed
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic Black"	"7"	"2005"	"2005"	Suppressed	265	Suppressed
	"Anchorage Borough, AK"	"02020"	"Non-Hispanic Black"	"7"	"2006"	"2006"	Suppressed	277	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	123	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"2004"	"2004"	Suppressed	130	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"2005"	"2005"	Suppressed	142	Suppressed
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"2006"	"2006"	Suppressed	144	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	23	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	23	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	28	Suppressed
	"Unidentified Counties, AK"	"02999"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	23	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	28	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	25	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	25	Suppressed
	"Unidentified Counties, AK"	"02999"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	33	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"2003"	"2003"	19	3043	6.24 (Unreliable)
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"2004"	"2004"	13	3136	4.15 (Unreliable)
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"2005"	"2005"	15	3504	4.28 (Unreliable)
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic White"	"6"	"2006"	"2006"	11	3647	3.02 (Unreliable)
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"2003"	"2003"	Suppressed	102	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	102	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"2005"	"2005"	Suppressed	109	Suppressed
	"Unidentified Counties, AK"	"02999"	"Non-Hispanic Black"	"7"	"2006"	"2006"	Suppressed	120	Suppressed
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"2003"	"2003"	162	24881	6.51
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"2004"	"2004"	182	25368	7.17
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"2005"	"2005"	163	26417	6.17
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"2006"	"2006"	200	28772	6.95
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	209	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	213	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	230	Suppressed
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	175	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	55	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	41	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	58	Suppressed
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	59	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	654	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	762	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	863	Suppressed
	"Maricopa County, AZ"	"04013"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	1124	Suppressed
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"2003"	"2003"	130	25827	5.03
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"2004"	"2004"	152	26214	5.80
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"2005"	"2005"	151	26334	5.73
	"Maricopa County, AZ"	"04013"	"Non-Hispanic White"	"6"	"2006"	"2006"	143	28317	5.05
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"2003"	"2003"	24	2031	11.82
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"2004"	"2004"	23	2204	10.44
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"2005"	"2005"	21	2333	9.00
	"Maricopa County, AZ"	"04013"	"Non-Hispanic Black"	"7"	"2006"	"2006"	44	2790	15.77
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"2003"	"2003"	43	6091	7.06
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"2004"	"2004"	42	6371	6.59
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"2005"	"2005"	56	6310	8.87
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"2006"	"2006"	51	6832	7.46
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	25	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	31	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	37	Suppressed
	"Pima County, AZ"	"04019"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	30	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	Suppressed	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	63	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	58	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	70	Suppressed
	"Pima County, AZ"	"04019"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	56	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"2003"	"2003"	23	5126	4.49
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"2004"	"2004"	45	5127	8.78
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"2005"	"2005"	39	5083	7.67
	"Pima County, AZ"	"04019"	"Non-Hispanic White"	"6"	"2006"	"2006"	35	5404	6.48
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"2003"	"2003"	Suppressed	369	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	400	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"2005"	"2005"	Suppressed	441	Suppressed
	"Pima County, AZ"	"04019"	"Non-Hispanic Black"	"7"	"2006"	"2006"	Suppressed	482	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"2003"	"2003"	36	6426	5.60
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"2004"	"2004"	51	7171	7.11
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"2005"	"2005"	50	7342	6.81
	"Unidentified Counties, AZ"	"04999"	"Mexican"	"2148-5"	"2006"	"2006"	41	7669	5.35
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	42	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	56	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	57	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	72	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	71	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	64	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	86	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	75	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"2003"	"2003"	59	8269	7.14
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"2004"	"2004"	45	8291	5.43
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"2005"	"2005"	71	8648	8.21
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic White"	"6"	"2006"	"2006"	63	9652	6.53
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"2003"	"2003"	Suppressed	236	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	217	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"2005"	"2005"	Suppressed	245	Suppressed
	"Unidentified Counties, AZ"	"04999"	"Non-Hispanic Black"	"7"	"2006"	"2006"	Suppressed	322	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	295	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"2004"	"2004"	Suppressed	319	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"2005"	"2005"	Suppressed	404	Suppressed
	"Pulaski County, AR"	"05119"	"Mexican"	"2148-5"	"2006"	"2006"	Suppressed	401	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	13	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	11	Suppressed
	"Pulaski County, AR"	"05119"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	11	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	37	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	54	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	51	Suppressed
	"Pulaski County, AR"	"05119"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	67	Suppressed
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"2003"	"2003"	14	3016	4.64 (Unreliable)
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"2004"	"2004"	25	3070	8.14
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"2005"	"2005"	17	2841	5.98 (Unreliable)
	"Pulaski County, AR"	"05119"	"Non-Hispanic White"	"6"	"2006"	"2006"	13	2890	4.50 (Unreliable)
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"2003"	"2003"	30	2229	13.46
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"2004"	"2004"	25	2249	11.12
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"2005"	"2005"	26	2238	11.62
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"2006"	"2006"	40	2451	16.32
	"Unidentified Counties, AR"	"05999"	"Mexican"	"2148-5"	"2003"	"2003"	17	2457	6.92 (Unreliable)
