"Notes"	"State"	"State Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Alabama"	"01"	"Central or South American"	"4"	"2012"	"2012"	Suppressed	1093	Suppressed
	"Alabama"	"01"	"Central or South American"	"4"	"2013"	"2013"	Suppressed	1106	Suppressed
	"Alabama"	"01"	"Central or South American"	"4"	"2014"	"2014"	Suppressed	1059	Suppressed
	"Alabama"	"01"	"Central or South American"	"4"	"2015"	"2015"	Suppressed	1272	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2007"	"2007"	Suppressed	86	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2008"	"2008"	Suppressed	130	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2009"	"2009"	Suppressed	114	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2010"	"2010"	Suppressed	76	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2011"	"2011"	Suppressed	83	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2012"	"2012"	Suppressed	93	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2013"	"2013"	Suppressed	95	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2014"	"2014"	Suppressed	126	Suppressed
	"Alabama"	"01"	"Other and Unknown Hispanic"	"5"	"2015"	"2015"	Suppressed	127	Suppressed
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2007"	"2007"	327	38508	8.49
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2008"	"2008"	290	38169	7.60
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2009"	"2009"	239	36902	6.48
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2010"	"2010"	246	35819	6.87
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2011"	"2011"	230	35684	6.45
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2012"	"2012"	246	35162	7.00
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2013"	"2013"	257	35086	7.32
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2014"	"2014"	224	35929	6.23
	"Alabama"	"01"	"Non-Hispanic White"	"6"	"2015"	"2015"	206	35826	5.75
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2007"	"2007"	276	19734	13.99
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2008"	"2008"	265	19913	13.31
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2009"	"2009"	243	19230	12.64
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2010"	"2010"	241	18203	13.24
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2011"	"2011"	229	17987	12.73
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2012"	"2012"	253	18096	13.98
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2013"	"2013"	215	17906	12.01
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2014"	"2014"	253	18230	13.88
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2015"	"2015"	261	18261	14.29
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2007"	"2007"	Suppressed	1119	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2008"	"2008"	Suppressed	1092	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2009"	"2009"	Suppressed	1184	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2010"	"2010"	Suppressed	1169	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2011"	"2011"	Suppressed	1191	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2012"	"2012"	Suppressed	1259	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2013"	"2013"	Suppressed	1156	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2014"	"2014"	Suppressed	1232	Suppressed
	"Alabama"	"01"	"Non-Hispanic other races"	"8"	"2015"	"2015"	Suppressed	1257	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2007"	"2007"	Suppressed	37	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2008"	"2008"	Suppressed	22	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2009"	"2009"	Suppressed	25	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2010"	"2010"	Suppressed	19	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2011"	"2011"	Suppressed	11	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2012"	"2012"	Suppressed	Suppressed	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2013"	"2013"	Suppressed	17	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2014"	"2014"	Suppressed	12	Suppressed
	"Alabama"	"01"	"Origin unknown or not stated"	"9"	"2015"	"2015"	Suppressed	18	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2007"	"2007"	Suppressed	424	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2008"	"2008"	Suppressed	410	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2009"	"2009"	Suppressed	334	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2010"	"2010"	Suppressed	333	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2011"	"2011"	Suppressed	345	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2012"	"2012"	Suppressed	343	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2013"	"2013"	Suppressed	417	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2014"	"2014"	Suppressed	461	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2015"	"2015"	Suppressed	411	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2007"	"2007"	Suppressed	80	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2008"	"2008"	Suppressed	61	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2009"	"2009"	Suppressed	85	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2010"	"2010"	Suppressed	67	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2011"	"2011"	Suppressed	96	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2012"	"2012"	Suppressed	83	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2013"	"2013"	Suppressed	115	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2014"	"2014"	Suppressed	104	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2015"	"2015"	Suppressed	91	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2007"	"2007"	Suppressed	19	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2008"	"2008"	Suppressed	15	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2009"	"2009"	Suppressed	13	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2010"	"2010"	Suppressed	13	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2011"	"2011"	Suppressed	14	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2012"	"2012"	Suppressed	22	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2013"	"2013"	Suppressed	22	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2014"	"2014"	Suppressed	14	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2015"	"2015"	Suppressed	17	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2007"	"2007"	Suppressed	121	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2008"	"2008"	Suppressed	113	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2009"	"2009"	Suppressed	94	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2010"	"2010"	Suppressed	99	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2011"	"2011"	Suppressed	117	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2012"	"2012"	Suppressed	70	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2013"	"2013"	Suppressed	89	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2014"	"2014"	Suppressed	106	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2015"	"2015"	Suppressed	119	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2007"	"2007"	Suppressed	50	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2008"	"2008"	Suppressed	52	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2009"	"2009"	Suppressed	169	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2010"	"2010"	Suppressed	149	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2011"	"2011"	Suppressed	185	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2012"	"2012"	Suppressed	204	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2013"	"2013"	Suppressed	205	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2014"	"2014"	Suppressed	156	Suppressed
	"Alaska"	"02"	"Other and Unknown Hispanic"	"5"	"2015"	"2015"	Suppressed	172	Suppressed
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2007"	"2007"	29	6293	4.61
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2008"	"2008"	19	6505	2.92 (Unreliable)
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2009"	"2009"	29	6018	4.82
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2010"	"2010"	17	6264	2.71 (Unreliable)
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2011"	"2011"	16	6082	2.63 (Unreliable)
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2012"	"2012"	25	5772	4.33
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2013"	"2013"	26	6622	3.93
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2014"	"2014"	28	6541	4.28
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2015"	"2015"	33	6543	5.04
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2007"	"2007"	Suppressed	417	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2008"	"2008"	Suppressed	403	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2009"	"2009"	Suppressed	408	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2010"	"2010"	Suppressed	409	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2011"	"2011"	Suppressed	437	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2012"	"2012"	Suppressed	361	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2013"	"2013"	Suppressed	446	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2014"	"2014"	Suppressed	446	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2015"	"2015"	Suppressed	423	Suppressed
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2007"	"2007"	34	3487	9.75
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2008"	"2008"	44	3719	11.83
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2009"	"2009"	37	3804	9.73
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2010"	"2010"	17	3852	4.41 (Unreliable)
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2011"	"2011"	22	3712	5.93
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2012"	"2012"	23	3659	6.29
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2013"	"2013"	31	3381	9.17
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2014"	"2014"	35	3388	10.33
	"Alaska"	"02"	"Non-Hispanic other races"	"8"	"2015"	"2015"	39	3324	11.73
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2007"	"2007"	Suppressed	161	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2008"	"2008"	Suppressed	164	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2009"	"2009"	Suppressed	399	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2010"	"2010"	Suppressed	285	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2011"	"2011"	Suppressed	468	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2012"	"2012"	Suppressed	673	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2013"	"2013"	Suppressed	149	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2014"	"2014"	Suppressed	176	Suppressed
	"Alaska"	"02"	"Origin unknown or not stated"	"9"	"2015"	"2015"	Suppressed	182	Suppressed
	"Arizona"	"04"	"Mexican"	"2148-5"	"2007"	"2007"	279	43640	6.39
	"Arizona"	"04"	"Mexican"	"2148-5"	"2008"	"2008"	221	40054	5.52
	"Arizona"	"04"	"Mexican"	"2148-5"	"2009"	"2009"	200	36750	5.44
	"Arizona"	"04"	"Mexican"	"2148-5"	"2010"	"2010"	198	32776	6.04
	"Arizona"	"04"	"Mexican"	"2148-5"	"2011"	"2011"	179	31044	5.77
	"Arizona"	"04"	"Mexican"	"2148-5"	"2012"	"2012"	193	31859	6.06
	"Arizona"	"04"	"Mexican"	"2148-5"	"2013"	"2013"	155	31580	4.91
	"Arizona"	"04"	"Mexican"	"2148-5"	"2014"	"2014"	194	31480	6.16
	"Arizona"	"04"	"Mexican"	"2148-5"	"2015"	"2015"	167	31165	5.36
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2007"	"2007"	Suppressed	389	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2008"	"2008"	Suppressed	331	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2009"	"2009"	Suppressed	353	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2010"	"2010"	Suppressed	371	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2011"	"2011"	Suppressed	403	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2012"	"2012"	Suppressed	391	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2013"	"2013"	Suppressed	425	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2014"	"2014"	Suppressed	495	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2015"	"2015"	Suppressed	548	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2007"	"2007"	Suppressed	93	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2008"	"2008"	Suppressed	80	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2009"	"2009"	Suppressed	81	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2010"	"2010"	Suppressed	96	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2011"	"2011"	Suppressed	106	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2012"	"2012"	Suppressed	108	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2013"	"2013"	Suppressed	134	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2014"	"2014"	Suppressed	189	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2015"	"2015"	Suppressed	186	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2007"	"2007"	Suppressed	1207	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2008"	"2008"	Suppressed	1130	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2009"	"2009"	Suppressed	987	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2010"	"2010"	Suppressed	1007	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2011"	"2011"	Suppressed	944	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2012"	"2012"	Suppressed	1060	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2013"	"2013"	Suppressed	1191	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2014"	"2014"	Suppressed	1193	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2015"	"2015"	Suppressed	1195	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2007"	"2007"	Suppressed	1040	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2008"	"2008"	Suppressed	1734	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2009"	"2009"	Suppressed	997	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2010"	"2010"	Suppressed	842	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2011"	"2011"	Suppressed	757	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2012"	"2012"	Suppressed	488	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2013"	"2013"	Suppressed	555	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2014"	"2014"	Suppressed	1677	Suppressed
	"Arizona"	"04"	"Other and Unknown Hispanic"	"5"	"2015"	"2015"	15	2153	6.97 (Unreliable)
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2007"	"2007"	280	42518	6.59
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2008"	"2008"	252	42202	5.97
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2009"	"2009"	212	40037	5.30
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2010"	"2010"	193	39211	4.92
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2011"	"2011"	208	38988	5.33
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2012"	"2012"	167	38836	4.30
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2013"	"2013"	174	38360	4.54
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2014"	"2014"	213	38608	5.52
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2015"	"2015"	174	36976	4.71
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2007"	"2007"	50	3913	12.78
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2008"	"2008"	65	4052	16.04
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2009"	"2009"	59	4135	14.27
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2010"	"2010"	41	4058	10.10
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2011"	"2011"	36	4083	8.82
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2012"	"2012"	53	4446	11.92
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2013"	"2013"	53	4437	11.95
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2014"	"2014"	48	4673	10.27
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2015"	"2015"	48	4582	10.48
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2007"	"2007"	71	9291	7.64
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2008"	"2008"	81	9136	8.87
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2009"	"2009"	70	8791	7.96
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2010"	"2010"	65	8575	7.58
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2011"	"2011"	74	8921	8.30
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2012"	"2012"	71	9122	7.78
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2013"	"2013"	48	8848	5.42
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2014"	"2014"	62	8272	7.50
	"Arizona"	"04"	"Non-Hispanic other races"	"8"	"2015"	"2015"	51	8068	6.32
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2007"	"2007"	11	890	12.36 (Unreliable)
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2008"	"2008"	Suppressed	723	Suppressed
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2009"	"2009"	Suppressed	667	Suppressed
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2010"	"2010"	Suppressed	541	Suppressed
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2011"	"2011"	Suppressed	297	Suppressed
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2012"	"2012"	Suppressed	131	Suppressed
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2013"	"2013"	Suppressed	70	Suppressed
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2014"	"2014"	Suppressed	300	Suppressed
	"Arizona"	"04"	"Origin unknown or not stated"	"9"	"2015"	"2015"	Suppressed	478	Suppressed
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2007"	"2007"	22	3614	6.09
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2008"	"2008"	18	3384	5.32 (Unreliable)
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2009"	"2009"	19	3318	5.73 (Unreliable)
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2010"	"2010"	22	3158	6.97
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2011"	"2011"	15	3030	4.95 (Unreliable)
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2012"	"2012"	12	2959	4.06 (Unreliable)
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2013"	"2013"	23	2934	7.84
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2014"	"2014"	17	2898	5.87 (Unreliable)
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2015"	"2015"	12	2928	4.10 (Unreliable)
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2007"	"2007"	Suppressed	40	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2008"	"2008"	Suppressed	63	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2009"	"2009"	Suppressed	60	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2010"	"2010"	Suppressed	53	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2011"	"2011"	Suppressed	59	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2012"	"2012"	Suppressed	57	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2013"	"2013"	Suppressed	77	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2014"	"2014"	Suppressed	69	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2015"	"2015"	Suppressed	91	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2007"	"2007"	Suppressed	12	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2008"	"2008"	Suppressed	11	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2009"	"2009"	Suppressed	16	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2010"	"2010"	Suppressed	20	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2011"	"2011"	Suppressed	14	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2012"	"2012"	Suppressed	10	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2013"	"2013"	Suppressed	12	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2014"	"2014"	Suppressed	18	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2015"	"2015"	Suppressed	18	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"2007"	"2007"	Suppressed	789	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"2008"	"2008"	Suppressed	820	Suppressed
