"Notes"	"State"	"State Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	174	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	209	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	41	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	38	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	59	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	40	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	429	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	507	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	493	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	567	Suppressed
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"1995"	"1995"	290	38474	7.54
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"1996"	"1996"	271	38602	7.02
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"1997"	"1997"	250	37860	6.60
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"1998"	"1998"	276	38621	7.15
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"1995"	"1995"	30	2166	13.85
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"1996"	"1996"	40	2249	17.79
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"1997"	"1997"	26	2375	10.95
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"1998"	"1998"	33	2465	13.39
	"Arkansas"	"05"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	837	Suppressed
	"Arkansas"	"05"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	1080	Suppressed
	"Arkansas"	"05"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	1254	Suppressed
	"Arkansas"	"05"	"Mexican"	"2148-5"	"1998"	"1998"	16	1436	11.14 (Unreliable)
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	23	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	31	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	31	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	25	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	100	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	149	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	211	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	225	Suppressed
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"1995"	"1995"	184	25962	7.09
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"1996"	"1996"	222	26572	8.35
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"1997"	"1997"	202	26506	7.62
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"1998"	"1998"	197	26545	7.42
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"1995"	"1995"	103	7648	13.47
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"1996"	"1996"	108	7871	13.72
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"1997"	"1997"	101	7799	12.95
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"1998"	"1998"	111	7970	13.93
	"California"	"06"	"Mexican"	"2148-5"	"1995"	"1995"	1260	218238	5.77
	"California"	"06"	"Mexican"	"2148-5"	"1996"	"1996"	1236	218625	5.65
	"California"	"06"	"Mexican"	"2148-5"	"1997"	"1997"	1180	215493	5.48
	"California"	"06"	"Mexican"	"2148-5"	"1998"	"1998"	1127	215600	5.23
	"California"	"06"	"Puerto Rican"	"2180-8"	"1995"	"1995"	17	2008	8.47 (Unreliable)
	"California"	"06"	"Puerto Rican"	"2180-8"	"1996"	"1996"	17	1974	8.61 (Unreliable)
	"California"	"06"	"Puerto Rican"	"2180-8"	"1997"	"1997"	15	1927	7.78 (Unreliable)
	"California"	"06"	"Puerto Rican"	"2180-8"	"1998"	"1998"	13	1956	6.65 (Unreliable)
	"California"	"06"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	828	Suppressed
	"California"	"06"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	770	Suppressed
	"California"	"06"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	793	Suppressed
	"California"	"06"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	764	Suppressed
	"California"	"06"	"Central or South American"	"4"	"1995"	"1995"	151	27207	5.55
	"California"	"06"	"Central or South American"	"4"	"1996"	"1996"	112	26370	4.25
	"California"	"06"	"Central or South American"	"4"	"1997"	"1997"	153	25243	6.06
	"California"	"06"	"Central or South American"	"4"	"1998"	"1998"	123	24847	4.95
	"California"	"06"	"Non-Hispanic White"	"6"	"1995"	"1995"	1126	196695	5.72
	"California"	"06"	"Non-Hispanic White"	"6"	"1996"	"1996"	986	185659	5.31
	"California"	"06"	"Non-Hispanic White"	"6"	"1997"	"1997"	941	177863	5.29
	"California"	"06"	"Non-Hispanic White"	"6"	"1998"	"1998"	914	176886	5.17
	"California"	"06"	"Non-Hispanic Black"	"7"	"1995"	"1995"	529	39284	13.47
	"California"	"06"	"Non-Hispanic Black"	"7"	"1996"	"1996"	459	37133	12.36
	"California"	"06"	"Non-Hispanic Black"	"7"	"1997"	"1997"	447	36109	12.38
	"California"	"06"	"Non-Hispanic Black"	"7"	"1998"	"1998"	422	35282	11.96
	"Colorado"	"08"	"Mexican"	"2148-5"	"1995"	"1995"	35	7291	4.80
	"Colorado"	"08"	"Mexican"	"2148-5"	"1996"	"1996"	47	8142	5.77
	"Colorado"	"08"	"Mexican"	"2148-5"	"1997"	"1997"	59	8909	6.62
	"Colorado"	"08"	"Mexican"	"2148-5"	"1998"	"1998"	75	9921	7.56
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	185	Suppressed
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	180	Suppressed
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	184	Suppressed
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	184	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	29	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	39	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	32	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	29	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	249	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	355	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	365	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	426	Suppressed
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"1995"	"1995"	222	38142	5.82
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"1996"	"1996"	233	38667	6.03
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"1997"	"1997"	254	38685	6.57
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"1998"	"1998"	237	39936	5.93
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"1995"	"1995"	38	2518	15.09
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"1996"	"1996"	31	2452	12.64
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"1997"	"1997"	32	2487	12.87
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"1998"	"1998"	44	2761	15.94
	"Connecticut"	"09"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	294	Suppressed
	"Connecticut"	"09"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	319	Suppressed
	"Connecticut"	"09"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	373	Suppressed
	"Connecticut"	"09"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	417	Suppressed
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"1995"	"1995"	39	3839	10.16
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"1996"	"1996"	36	3808	9.45
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"1997"	"1997"	39	3868	10.08
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"1998"	"1998"	46	4170	11.03
	"Connecticut"	"09"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	80	Suppressed
	"Connecticut"	"09"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	88	Suppressed
	"Connecticut"	"09"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	78	Suppressed
	"Connecticut"	"09"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	74	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	1000	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	1130	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	1107	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	1249	Suppressed
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"1995"	"1995"	179	30867	5.80
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"1996"	"1996"	145	30617	4.74
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"1997"	"1997"	153	28433	5.38
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"1998"	"1998"	131	28845	4.54
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"1995"	"1995"	60	4974	12.06
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"1996"	"1996"	74	4845	15.27
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"1997"	"1997"	66	4896	13.48
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"1998"	"1998"	81	4990	16.23
	"Delaware"	"10"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	232	Suppressed
	"Delaware"	"10"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	292	Suppressed
	"Delaware"	"10"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	295	Suppressed
	"Delaware"	"10"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	356	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	237	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	249	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	215	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	265	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	102	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	90	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	107	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	119	Suppressed
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"1995"	"1995"	44	7134	6.17
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"1996"	"1996"	44	6899	6.38
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"1997"	"1997"	42	6864	6.12
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"1998"	"1998"	52	6937	7.50
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"1995"	"1995"	26	2326	11.18
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"1996"	"1996"	31	2348	13.20
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"1997"	"1997"	35	2462	14.22
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"1998"	"1998"	46	2604	17.67
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	30	Suppressed
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	33	Suppressed
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	46	Suppressed
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	44	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	16	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	10	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	16	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	564	Suppressed
	"District of Columbia"	"11"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	688	Suppressed
	"District of Columbia"	"11"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	574	Suppressed
	"District of Columbia"	"11"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	619	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"1995"	"1995"	Suppressed	1354	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"1996"	"1996"	Suppressed	1247	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"1997"	"1997"	Suppressed	1274	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"1998"	"1998"	Suppressed	1314	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"1995"	"1995"	131	6736	19.45
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"1996"	"1996"	113	6131	18.43
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"1997"	"1997"	100	5677	17.61
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"1998"	"1998"	83	5435	15.27
	"Florida"	"12"	"Mexican"	"2148-5"	"1995"	"1995"	48	6584	7.29
	"Florida"	"12"	"Mexican"	"2148-5"	"1996"	"1996"	42	7021	5.98
	"Florida"	"12"	"Mexican"	"2148-5"	"1997"	"1997"	40	7818	5.12
	"Florida"	"12"	"Mexican"	"2148-5"	"1998"	"1998"	43	8646	4.97
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"1995"	"1995"	39	5860	6.66
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"1996"	"1996"	42	6513	6.45
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"1997"	"1997"	28	6907	4.05
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"1998"	"1998"	45	7487	6.01
	"Florida"	"12"	"Cuban"	"2182-4"	"1995"	"1995"	45	8517	5.28
	"Florida"	"12"	"Cuban"	"2182-4"	"1996"	"1996"	42	8624	4.87
	"Florida"	"12"	"Cuban"	"2182-4"	"1997"	"1997"	46	8778	5.24
	"Florida"	"12"	"Cuban"	"2182-4"	"1998"	"1998"	32	9240	3.46
	"Florida"	"12"	"Central or South American"	"4"	"1995"	"1995"	44	11433	3.85
	"Florida"	"12"	"Central or South American"	"4"	"1996"	"1996"	59	11860	4.97
	"Florida"	"12"	"Central or South American"	"4"	"1997"	"1997"	42	12366	3.40
	"Florida"	"12"	"Central or South American"	"4"	"1998"	"1998"	59	13041	4.52
	"Florida"	"12"	"Non-Hispanic White"	"6"	"1995"	"1995"	669	108831	6.15
	"Florida"	"12"	"Non-Hispanic White"	"6"	"1996"	"1996"	665	107900	6.16
	"Florida"	"12"	"Non-Hispanic White"	"6"	"1997"	"1997"	639	107757	5.93
	"Florida"	"12"	"Non-Hispanic White"	"6"	"1998"	"1998"	671	107754	6.23
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"1995"	"1995"	529	41191	12.84
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"1996"	"1996"	521	41305	12.61
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"1997"	"1997"	521	42546	12.25
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"1998"	"1998"	534	43483	12.28
	"Georgia"	"13"	"Mexican"	"2148-5"	"1995"	"1995"	32	3697	8.66
	"Georgia"	"13"	"Mexican"	"2148-5"	"1996"	"1996"	30	4697	6.39
	"Georgia"	"13"	"Mexican"	"2148-5"	"1997"	"1997"	27	5402	5.00
	"Georgia"	"13"	"Mexican"	"2148-5"	"1998"	"1998"	32	6319	5.06
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	368	Suppressed
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	438	Suppressed
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	424	Suppressed
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	450	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	79	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	88	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	98	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	124	Suppressed
	"Georgia"	"13"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	665	Suppressed
	"Georgia"	"13"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	778	Suppressed
	"Georgia"	"13"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	992	Suppressed
	"Georgia"	"13"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	1037	Suppressed
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"1995"	"1995"	424	66497	6.38
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"1996"	"1996"	427	66346	6.44
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"1997"	"1997"	426	67874	6.28
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"1998"	"1998"	421	69495	6.06
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"1995"	"1995"	581	38217	15.20
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"1996"	"1996"	565	38167	14.80
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"1997"	"1997"	519	39404	13.17
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"1998"	"1998"	536	40913	13.10
	"Hawaii"	"15"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	407	Suppressed
	"Hawaii"	"15"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	417	Suppressed
	"Hawaii"	"15"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	424	Suppressed
	"Hawaii"	"15"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	428	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	608	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	628	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	666	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	642	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	11	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	12	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	58	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	86	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	83	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	74	Suppressed
	"Hawaii"	"15"	"Non-Hispanic White"	"6"	"1995"	"1995"	22	4311	5.10
