"Notes"	"State"	"State Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2000"	"2000"	315	20498	15.37
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2001"	"2001"	283	19183	14.75
	"Alabama"	"01"	"Non-Hispanic Black"	"7"	"2002"	"2002"	255	18276	13.95
	"Alaska"	"02"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	257	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	269	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	299	Suppressed
	"Alaska"	"02"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	276	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	43	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	51	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	66	Suppressed
	"Alaska"	"02"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	61	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	44	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	64	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	57	Suppressed
	"Alaska"	"02"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	72	Suppressed
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"1999"	"1999"	30	6066	4.95
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2000"	"2000"	32	5770	5.55
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2001"	"2001"	31	5567	5.57
	"Alaska"	"02"	"Non-Hispanic White"	"6"	"2002"	"2002"	17	4427	3.84 (Unreliable)
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"1999"	"1999"	Suppressed	427	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2000"	"2000"	Suppressed	383	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2001"	"2001"	Suppressed	388	Suppressed
	"Alaska"	"02"	"Non-Hispanic Black"	"7"	"2002"	"2002"	Suppressed	267	Suppressed
	"Arizona"	"04"	"Mexican"	"2148-5"	"1999"	"1999"	207	30605	6.76
	"Arizona"	"04"	"Mexican"	"2148-5"	"2000"	"2000"	196	33145	5.91
	"Arizona"	"04"	"Mexican"	"2148-5"	"2001"	"2001"	208	34451	6.04
	"Arizona"	"04"	"Mexican"	"2148-5"	"2002"	"2002"	213	36029	5.91
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	216	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	241	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	260	Suppressed
	"Arizona"	"04"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	252	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	43	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	56	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	59	Suppressed
	"Arizona"	"04"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	68	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	557	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	641	Suppressed
	"Arizona"	"04"	"Central or South American"	"4"	"2001"	"2001"	10	699	14.31 (Unreliable)
	"Arizona"	"04"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	729	Suppressed
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"1999"	"1999"	227	38853	5.84
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2000"	"2000"	266	39873	6.67
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2001"	"2001"	249	38878	6.40
	"Arizona"	"04"	"Non-Hispanic White"	"6"	"2002"	"2002"	253	39033	6.48
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"1999"	"1999"	42	2600	16.15
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2000"	"2000"	39	2602	14.99
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2001"	"2001"	47	2560	18.36
	"Arizona"	"04"	"Non-Hispanic Black"	"7"	"2002"	"2002"	25	2545	9.82
	"Arkansas"	"05"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	1702	Suppressed
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	1953	Suppressed
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2001"	"2001"	10	2229	4.49 (Unreliable)
	"Arkansas"	"05"	"Mexican"	"2148-5"	"2002"	"2002"	12	2581	4.65 (Unreliable)
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	18	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	38	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	49	Suppressed
	"Arkansas"	"05"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	31	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	10	Suppressed
	"Arkansas"	"05"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	214	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	285	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	332	Suppressed
	"Arkansas"	"05"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	403	Suppressed
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"1999"	"1999"	195	26448	7.37
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"2000"	"2000"	198	26657	7.43
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"2001"	"2001"	198	26082	7.59
	"Arkansas"	"05"	"Non-Hispanic White"	"6"	"2002"	"2002"	197	26001	7.58
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"1999"	"1999"	87	7666	11.35
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"2000"	"2000"	100	7950	12.58
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"2001"	"2001"	95	7422	12.80
	"Arkansas"	"05"	"Non-Hispanic Black"	"7"	"2002"	"2002"	97	7415	13.08
	"California"	"06"	"Mexican"	"2148-5"	"1999"	"1999"	1111	217450	5.11
	"California"	"06"	"Mexican"	"2148-5"	"2000"	"2000"	1182	225639	5.24
	"California"	"06"	"Mexican"	"2148-5"	"2001"	"2001"	1148	228656	5.02
	"California"	"06"	"Mexican"	"2148-5"	"2002"	"2002"	1182	230391	5.13
	"California"	"06"	"Puerto Rican"	"2180-8"	"1999"	"1999"	11	2019	5.45 (Unreliable)
	"California"	"06"	"Puerto Rican"	"2180-8"	"2000"	"2000"	13	2070	6.28 (Unreliable)
	"California"	"06"	"Puerto Rican"	"2180-8"	"2001"	"2001"	21	2051	10.24
	"California"	"06"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	2030	Suppressed
	"California"	"06"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	686	Suppressed
	"California"	"06"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	735	Suppressed
	"California"	"06"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	769	Suppressed
	"California"	"06"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	699	Suppressed
	"California"	"06"	"Central or South American"	"4"	"1999"	"1999"	120	24708	4.86
	"California"	"06"	"Central or South American"	"4"	"2000"	"2000"	112	25138	4.46
	"California"	"06"	"Central or South American"	"4"	"2001"	"2001"	124	25135	4.93
	"California"	"06"	"Central or South American"	"4"	"2002"	"2002"	131	24845	5.27
	"California"	"06"	"Non-Hispanic White"	"6"	"1999"	"1999"	804	172336	4.67
	"California"	"06"	"Non-Hispanic White"	"6"	"2000"	"2000"	789	171552	4.60
	"California"	"06"	"Non-Hispanic White"	"6"	"2001"	"2001"	795	167028	4.76
	"California"	"06"	"Non-Hispanic White"	"6"	"2002"	"2002"	779	164650	4.73
	"California"	"06"	"Non-Hispanic Black"	"7"	"1999"	"1999"	418	34250	12.20
	"California"	"06"	"Non-Hispanic Black"	"7"	"2000"	"2000"	396	33839	11.70
	"California"	"06"	"Non-Hispanic Black"	"7"	"2001"	"2001"	352	32554	10.81
	"California"	"06"	"Non-Hispanic Black"	"7"	"2002"	"2002"	373	31454	11.86
	"Colorado"	"08"	"Mexican"	"2148-5"	"1999"	"1999"	68	11504	5.91
	"Colorado"	"08"	"Mexican"	"2148-5"	"2000"	"2000"	74	13618	5.43
	"Colorado"	"08"	"Mexican"	"2148-5"	"2001"	"2001"	96	15359	6.25
	"Colorado"	"08"	"Mexican"	"2148-5"	"2002"	"2002"	101	16581	6.09
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	219	Suppressed
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	213	Suppressed
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	289	Suppressed
	"Colorado"	"08"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	283	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	29	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	36	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	64	Suppressed
	"Colorado"	"08"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	63	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	514	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	619	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	671	Suppressed
	"Colorado"	"08"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	767	Suppressed
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"1999"	"1999"	261	40705	6.41
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"2000"	"2000"	230	41822	5.50
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"2001"	"2001"	212	41764	5.08
	"Colorado"	"08"	"Non-Hispanic White"	"6"	"2002"	"2002"	208	41858	4.97
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"1999"	"1999"	34	2793	12.17
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"2000"	"2000"	47	2902	16.20
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"2001"	"2001"	27	2830	9.54
	"Colorado"	"08"	"Non-Hispanic Black"	"7"	"2002"	"2002"	42	2761	15.21
	"Connecticut"	"09"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	505	Suppressed
	"Connecticut"	"09"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	570	Suppressed
	"Connecticut"	"09"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	773	Suppressed
	"Connecticut"	"09"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	803	Suppressed
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"1999"	"1999"	37	4141	8.94
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"2000"	"2000"	45	4118	10.93
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"2001"	"2001"	34	4051	8.39
	"Connecticut"	"09"	"Puerto Rican"	"2180-8"	"2002"	"2002"	36	4054	8.88
	"Connecticut"	"09"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	85	Suppressed
	"Connecticut"	"09"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	77	Suppressed
	"Connecticut"	"09"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	68	Suppressed
	"Connecticut"	"09"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	74	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	1366	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	1496	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	1764	Suppressed
	"Connecticut"	"09"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	1723	Suppressed
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"1999"	"1999"	128	28226	4.53
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"2000"	"2000"	146	28785	5.07
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"2001"	"2001"	126	28434	4.43
	"Connecticut"	"09"	"Non-Hispanic White"	"6"	"2002"	"2002"	144	27685	5.20
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"1999"	"1999"	52	4993	10.41
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"2000"	"2000"	68	4946	13.75
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"2001"	"2001"	77	4929	15.62
	"Connecticut"	"09"	"Non-Hispanic Black"	"7"	"2002"	"2002"	67	4932	13.58
	"Delaware"	"10"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	390	Suppressed
	"Delaware"	"10"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	494	Suppressed
	"Delaware"	"10"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	566	Suppressed
	"Delaware"	"10"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	735	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	306	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	320	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	297	Suppressed
	"Delaware"	"10"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	308	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"Delaware"	"10"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	10	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	151	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	186	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	207	Suppressed
	"Delaware"	"10"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	256	Suppressed
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"1999"	"1999"	30	6863	4.37
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"2000"	"2000"	53	6999	7.57
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"2001"	"2001"	55	6598	8.34
	"Delaware"	"10"	"Non-Hispanic White"	"6"	"2002"	"2002"	51	6629	7.69
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"1999"	"1999"	43	2643	16.27
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"2000"	"2000"	35	2606	13.43
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"2001"	"2001"	51	2684	19.00
	"Delaware"	"10"	"Non-Hispanic Black"	"7"	"2002"	"2002"	32	2684	11.92
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	57	Suppressed
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	70	Suppressed
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	91	Suppressed
	"District of Columbia"	"11"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	94	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	12	Suppressed
	"District of Columbia"	"11"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"Central or South American"	"4"	"1999"	"1999"	10	676	14.79 (Unreliable)
	"District of Columbia"	"11"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	748	Suppressed
	"District of Columbia"	"11"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	715	Suppressed
	"District of Columbia"	"11"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	782	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"1999"	"1999"	10	1411	7.09 (Unreliable)
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"2000"	"2000"	Suppressed	1463	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"2001"	"2001"	Suppressed	1687	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic White"	"6"	"2002"	"2002"	Suppressed	1733	Suppressed
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"1999"	"1999"	100	5116	19.55
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"2000"	"2000"	81	5108	15.86
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"2001"	"2001"	73	4805	15.19
	"District of Columbia"	"11"	"Non-Hispanic Black"	"7"	"2002"	"2002"	67	4563	14.68
	"Florida"	"12"	"Mexican"	"2148-5"	"1999"	"1999"	57	9386	6.07
	"Florida"	"12"	"Mexican"	"2148-5"	"2000"	"2000"	66	10851	6.08
	"Florida"	"12"	"Mexican"	"2148-5"	"2001"	"2001"	68	12097	5.62
	"Florida"	"12"	"Mexican"	"2148-5"	"2002"	"2002"	64	12689	5.04
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"1999"	"1999"	48	7851	6.11
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"2000"	"2000"	62	8460	7.33
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"2001"	"2001"	77	8625	8.93
	"Florida"	"12"	"Puerto Rican"	"2180-8"	"2002"	"2002"	67	8866	7.56
	"Florida"	"12"	"Cuban"	"2182-4"	"1999"	"1999"	35	9120	3.84
	"Florida"	"12"	"Cuban"	"2182-4"	"2000"	"2000"	41	9319	4.40
	"Florida"	"12"	"Cuban"	"2182-4"	"2001"	"2001"	26	9778	2.66
	"Florida"	"12"	"Cuban"	"2182-4"	"2002"	"2002"	33	10093	3.27
	"Florida"	"12"	"Central or South American"	"4"	"1999"	"1999"	53	13883	3.82
	"Florida"	"12"	"Central or South American"	"4"	"2000"	"2000"	59	15966	3.70
	"Florida"	"12"	"Central or South American"	"4"	"2001"	"2001"	71	17868	3.97
	"Florida"	"12"	"Central or South American"	"4"	"2002"	"2002"	96	18677	5.14
	"Florida"	"12"	"Non-Hispanic White"	"6"	"1999"	"1999"	625	106383	5.87
	"Florida"	"12"	"Non-Hispanic White"	"6"	"2000"	"2000"	558	106201	5.25
	"Florida"	"12"	"Non-Hispanic White"	"6"	"2001"	"2001"	597	104068	5.74
	"Florida"	"12"	"Non-Hispanic White"	"6"	"2002"	"2002"	612	102294	5.98
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"1999"	"1999"	573	44083	13.00
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"2000"	"2000"	574	46233	12.42
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"2001"	"2001"	602	45954	13.10
	"Florida"	"12"	"Non-Hispanic Black"	"7"	"2002"	"2002"	608	45257	13.43
	"Georgia"	"13"	"Mexican"	"2148-5"	"1999"	"1999"	38	8331	4.56
	"Georgia"	"13"	"Mexican"	"2148-5"	"2000"	"2000"	55	10471	5.25
	"Georgia"	"13"	"Mexican"	"2148-5"	"2001"	"2001"	67	12280	5.46
	"Georgia"	"13"	"Mexican"	"2148-5"	"2002"	"2002"	95	13221	7.19
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	500	Suppressed
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	510	Suppressed
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	568	Suppressed
	"Georgia"	"13"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	568	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	129	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	156	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	162	Suppressed
	"Georgia"	"13"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	168	Suppressed
	"Georgia"	"13"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	1403	Suppressed
	"Georgia"	"13"	"Central or South American"	"4"	"2000"	"2000"	13	2108	6.17 (Unreliable)
	"Georgia"	"13"	"Central or South American"	"4"	"2001"	"2001"	11	2596	4.24 (Unreliable)
	"Georgia"	"13"	"Central or South American"	"4"	"2002"	"2002"	18	2716	6.63 (Unreliable)
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"1999"	"1999"	392	70016	5.60
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"2000"	"2000"	421	70521	5.97
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"2001"	"2001"	447	69306	6.45
	"Georgia"	"13"	"Non-Hispanic White"	"6"	"2002"	"2002"	450	68269	6.59
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"1999"	"1999"	569	41532	13.70
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"2000"	"2000"	592	43418	13.63
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"2001"	"2001"	564	43076	13.09
	"Georgia"	"13"	"Non-Hispanic Black"	"7"	"2002"	"2002"	571	42001	13.59
	"Hawaii"	"15"	"Mexican"	"2148-5"	"1999"	"1999"	Suppressed	439	Suppressed
	"Hawaii"	"15"	"Mexican"	"2148-5"	"2000"	"2000"	Suppressed	453	Suppressed
	"Hawaii"	"15"	"Mexican"	"2148-5"	"2001"	"2001"	Suppressed	421	Suppressed
	"Hawaii"	"15"	"Mexican"	"2148-5"	"2002"	"2002"	Suppressed	499	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"1999"	"1999"	Suppressed	672	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"2000"	"2000"	Suppressed	750	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"2001"	"2001"	Suppressed	678	Suppressed
	"Hawaii"	"15"	"Puerto Rican"	"2180-8"	"2002"	"2002"	Suppressed	720	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"1999"	"1999"	Suppressed	14	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"2000"	"2000"	Suppressed	Suppressed	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"2001"	"2001"	Suppressed	17	Suppressed
	"Hawaii"	"15"	"Cuban"	"2182-4"	"2002"	"2002"	Suppressed	16	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"1999"	"1999"	Suppressed	68	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"2000"	"2000"	Suppressed	100	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"2001"	"2001"	Suppressed	82	Suppressed
	"Hawaii"	"15"	"Central or South American"	"4"	"2002"	"2002"	Suppressed	68	Suppressed
	"Hawaii"	"15"	"Non-Hispanic White"	"6"	"1999"	"1999"	20	3340	5.99
